round,stadium,home_team,home_score,away_score,away_team
6,Hailé Pinheiro (Serrinha),Goiás,1,0,Santos
6,Nilton Santos (Engenhão),Botafogo,3,1,Fortaleza
6,Ressacada,Avaí,1,2,Juventude
6,Couto Pereira,Coritiba,1,0,América MG
6,Morumbi,São Paulo,2,1,Cuiabá
6,Raulino de Oliveira,Fluminense,2,1,Paranaense
6,Beira-Rio,Internacional,2,2,Corinthians
6,Independência,Atl. Mineiro,2,0,Atlético GO
6,Castelão (CE),Ceará,2,2,Flamengo
7,Nabi Abi Chedid,RB Bragantino,1,1,Atl. Mineiro
7,Castelão (CE),Fortaleza,0,1,Fluminense
7,Neo Química Arena,Corinthians,1,1,São Paulo
7,Arena Pantanal,Cuiabá,1,1,Internacional
7,Independência,América MG,1,1,Botafogo
7,Alfredo Jaconi,Juventude,0,3,Palmeiras
7,Arena Barueri,Santos,0,0,Ceará
7,Maracanã,Flamengo,1,0,Goiás
7,Antônio Accioly,Atlético GO,2,0,Coritiba
7,Ligga Arena,Paranaense,2,1,Avaí
8,Beira-Rio,Internacional,1,1,Atlético GO
8,Mineirão,Atl. Mineiro,2,1,Avaí
8,Neo Química Arena,Corinthians,1,1,América MG
8,Maracanã,Fluminense,1,2,Flamengo
8,Arena Pantanal,Cuiabá,0,1,Paranaense
8,Couto Pereira,Coritiba,1,0,Botafogo
8,Castelão (CE),Fortaleza,1,1,Juventude
8,Morumbi,São Paulo,2,2,Ceará
8,Hailé Pinheiro (Serrinha),Goiás,1,1,RB Bragantino
8,Vila Belmiro,Santos,0,1,Palmeiras
9,Nilton Santos (Engenhão),Botafogo,1,2,Goiás
9,Nabi Abi Chedid,RB Bragantino,0,2,Internacional
9,Maracanã,Flamengo,1,2,Fortaleza
9,Allianz Parque,Palmeiras,0,0,Atl. Mineiro
9,Serra Dourada,Atlético GO,0,1,Corinthians
9,Castelão (CE),Ceará,1,1,Coritiba
9,Ressacada,Avaí,1,1,São Paulo
9,Ligga Arena,Paranaense,2,2,Santos
9,Independência,América MG,2,1,Cuiabá
9,Alfredo Jaconi,Juventude,1,0,Fluminense
10,Couto Pereira,Coritiba,1,1,São Paulo
10,Allianz Parque,Palmeiras,4,0,Botafogo
10,Vila Belmiro,Santos,1,1,Internacional
10,Castelão (CE),Fortaleza,1,1,Goiás
10,Maracanã,Fluminense,5,3,Atl. Mineiro
10,Serra Dourada,Atlético GO,2,1,Avaí
10,Alfredo Jaconi,Juventude,1,3,Paranaense
10,Independência,América MG,0,2,Ceará
10,Arena Pantanal,Cuiabá,1,0,Corinthians
10,Nabi Abi Chedid,RB Bragantino,1,0,Flamengo
11,Nilton Santos (Engenhão),Botafogo,0,1,Avaí
11,Castelão (CE),Fortaleza,0,0,Paranaense
11,Couto Pereira,Coritiba,0,2,Palmeiras
11,Morumbi,São Paulo,1,0,América MG
11,Beira-Rio,Internacional,3,1,Flamengo
11,Maracanã,Fluminense,0,2,Atlético GO
11,Arena Pantanal,Cuiabá,1,1,RB Bragantino
11,Mineirão,Atl. Mineiro,1,1,Santos
11,Neo Química Arena,Corinthians,2,0,Juventude
11,Hailé Pinheiro (Serrinha),Goiás,1,1,Ceará
12,Ligga Arena,Paranaense,1,1,Corinthians
12,Allianz Parque,Palmeiras,4,2,Atlético GO
12,Nilton Santos (Engenhão),Botafogo,1,0,São Paulo
12,Independência,América MG,0,0,Fluminense
12,Ressacada,Avaí,3,2,Fortaleza
12,Maracanã,Flamengo,2,0,Cuiabá
12,Nabi Abi Chedid,RB Bragantino,4,2,Coritiba
12,Castelão (CE),Ceará,0,0,Atl. Mineiro
12,Alfredo Jaconi,Juventude,1,2,Santos
12,Hailé Pinheiro (Serrinha),Goiás,1,2,Internacional
13,Morumbi,São Paulo,1,2,Palmeiras
13,Maracanã,Fluminense,2,0,Avaí
13,Beira-Rio,Internacional,2,3,Botafogo
13,Castelão (CE),Fortaleza,1,0,América MG
13,Antônio Accioly,Atlético GO,3,1,Juventude
13,Couto Pereira,Coritiba,0,1,Paranaense
13,Neo Química Arena,Corinthians,1,0,Goiás
13,Mineirão,Atl. Mineiro,2,0,Flamengo
13,Vila Belmiro,Santos,2,2,RB Bragantino
13,Arena Pantanal,Cuiabá,0,0,Ceará
14,Hailé Pinheiro (Serrinha),Goiás,1,0,Cuiabá
14,Castelão (CE),Ceará,1,1,Atlético GO
14,Morumbi,São Paulo,0,0,Juventude
14,Nilton Santos (Engenhão),Botafogo,0,1,Fluminense
14,Beira-Rio,Internacional,3,0,Coritiba
14,Mineirão,Atl. Mineiro,3,2,Fortaleza
14,Maracanã,Flamengo,3,0,América MG
14,Neo Química Arena,Corinthians,0,0,Santos
14,Ligga Arena,Paranaense,4,2,RB Bragantino
14,Ressacada,Avaí,2,2,Palmeiras
15,Nabi Abi Chedid,RB Bragantino,0,1,Botafogo
15,Couto Pereira,Coritiba,2,1,Fortaleza
15,Independência,América MG,1,0,Goiás
15,Antônio Accioly,Atlético GO,1,2,São Paulo
15,Castelão (CE),Ceará,1,1,Internacional
15,Allianz Parque,Palmeiras,0,2,Paranaense
15,Vila Belmiro,Santos,1,2,Flamengo
15,Alfredo Jaconi,Juventude,1,2,Atl. Mineiro
15,Maracanã,Fluminense,4,0,Corinthians
15,Ressacada,Avaí,1,2,Cuiabá
16,Beira-Rio,Internacional,1,0,América MG
16,Arena Pantanal,Cuiabá,2,0,Botafogo
16,Vila Belmiro,Santos,1,0,Atlético GO
16,Castelão (CE),Fortaleza,0,0,Palmeiras
16,Mineirão,Atl. Mineiro,0,0,São Paulo
16,Neo Química Arena,Corinthians,1,0,Flamengo
16,Couto Pereira,Coritiba,2,2,Juventude
16,Hailé Pinheiro (Serrinha),Goiás,2,1,Paranaense
16,Maracanã,Fluminense,2,1,Ceará
16,Nabi Abi Chedid,RB Bragantino,4,0,Avaí
17,Allianz Parque,Palmeiras,1,0,Cuiabá
17,Nilton Santos (Engenhão),Botafogo,0,1,Atl. Mineiro
17,Antônio Accioly,Atlético GO,0,1,Fortaleza
17,Morumbi,São Paulo,2,2,Fluminense
17,Independência,América MG,0,3,RB Bragantino
17,Castelão (CE),Ceará,3,1,Corinthians
17,Mané Garrincha,Flamengo,2,0,Coritiba
17,Ressacada,Avaí,1,0,Santos
17,Ligga Arena,Paranaense,0,0,Internacional
17,Alfredo Jaconi,Juventude,0,0,Goiás
18,Independência,América MG,0,1,Palmeiras
18,Neo Química Arena,Corinthians,3,1,Coritiba
18,Vila Belmiro,Santos,2,0,Botafogo
18,Beira-Rio,Internacional,3,3,São Paulo
18,Arena Pantanal,Cuiabá,1,1,Atl. Mineiro
18,Ligga Arena,Paranaense,4,1,Atlético GO
18,Nabi Abi Chedid,RB Bragantino,2,1,Fortaleza
18,Hailé Pinheiro (Serrinha),Goiás,2,3,Fluminense
18,Castelão (CE),Ceará,1,0,Avaí
18,Mané Garrincha,Flamengo,4,0,Juventude
19,Morumbi,São Paulo,3,3,Goiás
19,Nilton Santos (Engenhão),Botafogo,2,0,Paranaense
19,Ressacada,Avaí,1,2,Flamengo
19,Allianz Parque,Palmeiras,2,1,Internacional
19,Raulino de Oliveira,Fluminense,2,1,RB Bragantino
19,Alfredo Jaconi,Juventude,1,0,Ceará
19,Mineirão,Atl. Mineiro,1,2,Corinthians
19,Antônio Accioly,Atlético GO,0,1,América MG
19,Castelão (CE),Fortaleza,0,0,Santos
19,Couto Pereira,Coritiba,1,0,Cuiabá
20,Castelão (CE),Ceará,1,2,Palmeiras
20,Neo Química Arena,Corinthians,1,0,Botafogo
20,Maracanã,Flamengo,4,1,Atlético GO
20,Ligga Arena,Paranaense,1,0,São Paulo
20,Beira-Rio,Internacional,3,0,Atl. Mineiro
20,Arena Pantanal,Cuiabá,0,1,Fortaleza
20,Independência,América MG,3,1,Avaí
20,Nabi Abi Chedid,RB Bragantino,1,0,Juventude
20,Vila Belmiro,Santos,2,2,Fluminense
20,Hailé Pinheiro (Serrinha),Goiás,1,0,Coritiba
21,Couto Pereira,Coritiba,1,2,Santos
21,Mineirão,Atl. Mineiro,2,3,Paranaense
21,Castelão (CE),Fortaleza,3,0,Internacional
21,Allianz Parque,Palmeiras,3,0,Goiás
21,Ressacada,Avaí,1,1,Corinthians
21,Morumbi,São Paulo,0,2,Flamengo
21,Antônio Accioly,Atlético GO,2,1,RB Bragantino
21,Alfredo Jaconi,Juventude,0,1,América MG
21,Nilton Santos (Engenhão),Botafogo,1,1,Ceará
21,Maracanã,Fluminense,1,0,Cuiabá
22,Morumbi,São Paulo,3,0,RB Bragantino
22,Beira-Rio,Internacional,3,0,Fluminense
22,Independência,América MG,1,0,Santos
22,Maracanã,Flamengo,5,0,Paranaense
22,Nilton Santos (Engenhão),Botafogo,0,0,Atlético GO
22,Couto Pereira,Coritiba,0,1,Atl. Mineiro
22,Hailé Pinheiro (Serrinha),Goiás,1,1,Avaí
22,Arena Pantanal,Cuiabá,1,0,Juventude
22,Neo Química Arena,Corinthians,0,1,Palmeiras
22,Castelão (CE),Ceará,0,1,Fortaleza
23,Ressacada,Avaí,0,1,Internacional
23,Vila Belmiro,Santos,1,0,São Paulo
23,Nabi Abi Chedid,RB Bragantino,1,1,Ceará
23,Castelão (CE),Fortaleza,1,0,Corinthians
23,Ligga Arena,Paranaense,1,1,América MG
23,Allianz Parque,Palmeiras,1,1,Flamengo
23,Alfredo Jaconi,Juventude,2,2,Botafogo
23,Maracanã,Fluminense,5,2,Coritiba
23,Mineirão,Atl. Mineiro,0,1,Goiás
23,Antônio Accioly,Atlético GO,1,1,Cuiabá
24,Neo Química Arena,Corinthians,1,0,RB Bragantino
24,Nilton Santos (Engenhão),Botafogo,0,1,Flamengo
24,Arena Pantanal,Cuiabá,0,0,Santos
24,Independência,América MG,1,1,Atl. Mineiro
24,Beira-Rio,Internacional,4,0,Juventude
24,Castelão (CE),Ceará,0,0,Paranaense
24,Maracanã,Fluminense,1,1,Palmeiras
24,Hailé Pinheiro (Serrinha),Goiás,2,1,Atlético GO
24,Couto Pereira,Coritiba,1,0,Avaí
24,Morumbi,São Paulo,0,1,Fortaleza
25,Vila Belmiro,Santos,1,2,Goiás
25,Arena Pantanal,Cuiabá,1,1,São Paulo
25,Antônio Accioly,Atlético GO,0,2,Atl. Mineiro
25,Castelão (CE),Fortaleza,1,3,Botafogo
25,Neo Química Arena,Corinthians,2,2,Internacional
25,Maracanã,Flamengo,1,1,Ceará
25,Independência,América MG,2,0,Coritiba
25,Nabi Abi Chedid,RB Bragantino,2,2,Palmeiras
25,Ligga Arena,Paranaense,1,0,Fluminense
25,Alfredo Jaconi,Juventude,1,1,Avaí
26,Hailé Pinheiro (Serrinha),Goiás,1,1,Flamengo
26,Morumbi,São Paulo,1,1,Corinthians
26,Couto Pereira,Coritiba,2,0,Atlético GO
26,Nilton Santos (Engenhão),Botafogo,0,0,América MG
26,Mineirão,Atl. Mineiro,1,1,RB Bragantino
26,Allianz Parque,Palmeiras,2,1,Juventude
26,Maracanã,Fluminense,2,1,Fortaleza
26,Beira-Rio,Internacional,1,0,Cuiabá
26,Castelão (CE),Ceará,2,1,Santos
26,Ressacada,Avaí,1,1,Paranaense
27,Allianz Parque,Palmeiras,1,0,Santos
27,Antônio Accioly,Atlético GO,1,2,Internacional
27,Ligga Arena,Paranaense,2,2,Cuiabá
27,Alfredo Jaconi,Juventude,1,1,Fortaleza
27,Ressacada,Avaí,1,0,Atl. Mineiro
27,Maracanã,Flamengo,1,2,Fluminense
27,Castelão (CE),Ceará,0,2,São Paulo
27,Nabi Abi Chedid,RB Bragantino,1,1,Goiás
27,Nilton Santos (Engenhão),Botafogo,2,0,Coritiba
27,Independência,América MG,1,0,Corinthians
28,Beira-Rio,Internacional,0,0,RB Bragantino
28,Hailé Pinheiro (Serrinha),Goiás,0,1,Botafogo
28,Mineirão,Atl. Mineiro,0,1,Palmeiras
28,Arena Pantanal,Cuiabá,2,1,América MG
28,Castelão (CE),Fortaleza,3,2,Flamengo
28,Neo Química Arena,Corinthians,2,1,Atlético GO
28,Maracanã,Fluminense,4,0,Juventude
28,Vila Belmiro,Santos,2,0,Paranaense
28,Morumbi,São Paulo,4,0,Avaí
28,Couto Pereira,Coritiba,1,0,Ceará
29,Morumbi,São Paulo,3,1,Coritiba
29,Nilton Santos (Engenhão),Botafogo,1,3,Palmeiras
29,Neo Química Arena,Corinthians,2,0,Cuiabá
29,Hailé Pinheiro (Serrinha),Goiás,0,1,Fortaleza
29,Maracanã,Flamengo,4,1,RB Bragantino
29,Ligga Arena,Paranaense,2,0,Juventude
29,Beira-Rio,Internacional,1,0,Santos
29,Castelão (CE),Ceará,1,2,América MG
29,Mineirão,Atl. Mineiro,2,0,Fluminense
29,Ressacada,Avaí,1,2,Atlético GO
30,Independência,América MG,1,2,São Paulo
30,Ressacada,Avaí,1,2,Botafogo
30,Allianz Parque,Palmeiras,4,0,Coritiba
30,Maracanã,Flamengo,0,0,Internacional
30,Vila Belmiro,Santos,1,2,Atl. Mineiro
30,Ligga Arena,Paranaense,1,1,Fortaleza
30,Antônio Accioly,Atlético GO,3,2,Fluminense
30,Castelão (CE),Ceará,1,1,Goiás
30,Nabi Abi Chedid,RB Bragantino,2,1,Cuiabá
30,Alfredo Jaconi,Juventude,2,2,Corinthians
31,Vila Belmiro,Santos,4,1,Juventude
31,Antônio Accioly,Atlético GO,1,1,Palmeiras
31,Maracanã,Fluminense,0,2,América MG
31,Couto Pereira,Coritiba,2,1,RB Bragantino
31,Arena Pantanal,Cuiabá,1,2,Flamengo
31,Morumbi,São Paulo,0,1,Botafogo
31,Castelão (CE),Fortaleza,2,0,Avaí
31,Beira-Rio,Internacional,4,2,Goiás
31,Neo Química Arena,Corinthians,2,1,Paranaense
31,Mineirão,Atl. Mineiro,0,0,Ceará
32,Ligga Arena,Paranaense,1,0,Coritiba
32,Hailé Pinheiro (Serrinha),Goiás,0,0,Corinthians
32,Nabi Abi Chedid,RB Bragantino,0,2,Santos
32,Ressacada,Avaí,0,3,Fluminense
32,Independência,América MG,1,2,Fortaleza
32,Nilton Santos (Engenhão),Botafogo,0,1,Internacional
32,Allianz Parque,Palmeiras,0,0,São Paulo
32,Castelão (CE),Ceará,1,1,Cuiabá
32,Maracanã,Flamengo,1,0,Atl. Mineiro
32,Alfredo Jaconi,Juventude,1,1,Atlético GO
33,Castelão (CE),Fortaleza,0,0,Atl. Mineiro
33,Arena Pantanal,Cuiabá,1,2,Goiás
33,Couto Pereira,Coritiba,1,1,Internacional
33,Antônio Accioly,Atlético GO,1,0,Ceará
33,Maracanã,Fluminense,2,2,Botafogo
33,Allianz Parque,Palmeiras,3,0,Avaí
33,Independência,América MG,1,2,Flamengo
33,Vila Belmiro,Santos,0,1,Corinthians
33,Nabi Abi Chedid,RB Bragantino,4,2,Paranaense
33,Alfredo Jaconi,Juventude,1,2,São Paulo
34,Arena Pantanal,Cuiabá,1,0,Avaí
34,Mineirão,Atl. Mineiro,1,0,Juventude
34,Castelão (CE),Fortaleza,3,1,Coritiba
34,Morumbi,São Paulo,2,1,Atlético GO
34,Neo Química Arena,Corinthians,0,2,Fluminense
34,Hailé Pinheiro (Serrinha),Goiás,2,2,América MG
34,Nilton Santos (Engenhão),Botafogo,2,1,RB Bragantino
34,Ligga Arena,Paranaense,1,3,Palmeiras
34,Maracanã,Flamengo,3,2,Santos
34,Beira-Rio,Internacional,2,1,Ceará
35,Maracanã,Flamengo,1,2,Corinthians
35,Allianz Parque,Palmeiras,4,0,Fortaleza
35,Antônio Accioly,Atlético GO,2,3,Santos
35,Alfredo Jaconi,Juventude,0,1,Coritiba
35,Ressacada,Avaí,1,2,RB Bragantino
35,Independência,América MG,1,0,Internacional
35,Ligga Arena,Paranaense,3,2,Goiás
35,Morumbi,São Paulo,2,2,Atl. Mineiro
35,Nilton Santos (Engenhão),Botafogo,0,2,Cuiabá
35,Castelão (CE),Ceará,0,1,Fluminense
36,Mineirão,Atl. Mineiro,0,2,Botafogo
36,Castelão (CE),Fortaleza,1,1,Atlético GO
36,Couto Pereira,Coritiba,1,0,Flamengo
36,Beira-Rio,Internacional,2,0,Paranaense
36,Arena Pantanal,Cuiabá,1,1,Palmeiras
36,Nabi Abi Chedid,RB Bragantino,1,4,América MG
36,Hailé Pinheiro (Serrinha),Goiás,1,0,Juventude
36,Maracanã,Fluminense,3,1,São Paulo
36,Arena Barueri,Santos,1,1,Avaí
36,Neo Química Arena,Corinthians,1,0,Ceará
37,Nilton Santos (Engenhão),Botafogo,3,0,Santos
37,Allianz Parque,Palmeiras,2,1,América MG
37,Alfredo Jaconi,Juventude,2,2,Flamengo
37,Antônio Accioly,Atlético GO,1,1,Paranaense
37,Mineirão,Atl. Mineiro,3,0,Cuiabá
37,Ressacada,Avaí,2,0,Ceará
37,Maracanã,Fluminense,3,0,Goiás
37,Couto Pereira,Coritiba,2,2,Corinthians
37,Morumbi,São Paulo,0,1,Internacional
37,Castelão (CE),Fortaleza,6,0,RB Bragantino
38,Maracanã,Flamengo,1,2,Avaí
38,Vila Belmiro,Santos,0,2,Fortaleza
38,Ligga Arena,Paranaense,3,0,Botafogo
38,Castelão (CE),Ceará,4,1,Juventude
38,Neo Química Arena,Corinthians,0,1,Atl. Mineiro
38,Arena Pantanal,Cuiabá,2,1,Coritiba
38,Hailé Pinheiro (Serrinha),Goiás,0,4,São Paulo
38,Beira-Rio,Internacional,3,0,Palmeiras
38,Nabi Abi Chedid,RB Bragantino,0,1,Fluminense
38,Independência,América MG,1,1,Atlético GO
