round,stadium,home_team,home_score,away_score,away_team
34.0,Arena do Grêmio,Grêmio,0.0,3.0,Sport
35.0,Maracanã,Fluminense,1.0,1.0,Athletico-PR
35.0,Luso-Brasileiro,Botafogo,0.0,2.0,Chapecoense
35.0,Couto Pereira,Coritiba,1.0,0.0,Santa Cruz
35.0,Orlando Scarpelli,Figueirense,1.0,1.0,Corinthians
35.0,Mineirão,América-MG,0.0,1.0,Flamengo
35.0,Ilha do Retiro,Sport,0.0,1.0,Cruzeiro
35.0,Morumbi,São Paulo,1.0,1.0,Grêmio
35.0,Vila Belmiro,Santos,3.0,2.0,Vitória
35.0,Independência,Atlético-MG,1.0,1.0,Palmeiras
35.0,Beira-Rio,Internacional,1.0,1.0,Ponte Preta
36.0,Barradão,Vitória,4.0,0.0,Figueirense
36.0,Allianz Parque,Palmeiras,1.0,0.0,Botafogo
36.0,Mineirão,Cruzeiro,2.0,2.0,Santos
36.0,Arena do Grêmio,Grêmio,3.0,0.0,América-MG
36.0,Ligga Arena,Athletico-PR,2.0,0.0,Sport
36.0,Moisés Lucarelli,Ponte Preta,1.0,0.0,Fluminense
36.0,Maracanã,Flamengo,2.0,2.0,Coritiba
36.0,Arena Condá,Chapecoense,2.0,0.0,São Paulo
36.0,Arruda,Santa Cruz,3.0,3.0,Atlético-MG
36.0,Neo Química Arena,Corinthians,1.0,0.0,Internacional
37.0,Luso-Brasileiro,Botafogo,1.0,1.0,Ponte Preta
37.0,Independência,América-MG,2.0,2.0,Sport
37.0,Neo Química Arena,Corinthians,0.0,0.0,Athletico-PR
37.0,Maracanã,Flamengo,2.0,0.0,Santos
37.0,Allianz Parque,Palmeiras,1.0,0.0,Chapecoense
37.0,Independência,Atlético-MG,1.0,2.0,São Paulo
37.0,Beira-Rio,Internacional,1.0,0.0,Cruzeiro
37.0,Orlando Scarpelli,Figueirense,1.0,0.0,Fluminense
37.0,Arruda,Santa Cruz,5.0,1.0,Grêmio
37.0,Couto Pereira,Coritiba,0.0,1.0,Vitória
38.0,Barradão,Vitória,1.0,2.0,Palmeiras
38.0,Giulite Coutinho,Fluminense,1.0,1.0,Internacional
38.0,Pacaembu,São Paulo,5.0,0.0,Santa Cruz
38.0,Vila Belmiro,Santos,1.0,0.0,América-MG
38.0,Mineirão,Cruzeiro,3.0,2.0,Corinthians
38.0,Arena do Grêmio,Grêmio,0.0,1.0,Botafogo
38.0,Ligga Arena,Athletico-PR,0.0,0.0,Flamengo
38.0,WO duplo,Chapecoense,,,Atlético-MG
38.0,Moisés Lucarelli,Ponte Preta,2.0,0.0,Coritiba
38.0,Ilha do Retiro,Sport,2.0,0.0,Figueirense
