round,stadium,home_team,home_score,away_score,away_team
1.0,Allianz Parque,Palmeiras,2.0,2.0,Atlético-MG
1.0,Arena Condá,Chapecoense,2.0,1.0,Coritiba
1.0,Maracanã,Fluminense,1.0,0.0,Joinville
1.0,Arena do Grêmio,Grêmio,3.0,3.0,Ponte Preta
1.0,Morumbi,São Paulo,2.0,1.0,Flamengo
1.0,Arena Pantanal,Cruzeiro,0.0,1.0,Corinthians
1.0,Ligga Arena,Athletico-PR,3.0,0.0,Internacional
1.0,Ilha do Retiro,Sport,4.0,1.0,Figueirense
1.0,São Januário,Vasco,0.0,0.0,Goiás
1.0,Ressacada,Avaí,1.0,1.0,Santos
2.0,Couto Pereira,Coritiba,2.0,0.0,Grêmio
2.0,Serra Dourada,Goiás,2.0,0.0,Athletico-PR
2.0,Fonte Luminosa,Corinthians,1.0,0.0,Chapecoense
2.0,Orlando Scarpelli,Figueirense,0.0,0.0,Vasco
2.0,Vila Belmiro,Santos,1.0,0.0,Cruzeiro
2.0,Maracanã,Flamengo,2.0,2.0,Sport
2.0,Mané Garrincha,Atlético-MG,4.0,1.0,Fluminense
2.0,Moisés Lucarelli,Ponte Preta,1.0,0.0,São Paulo
2.0,Beira-Rio,Internacional,1.0,0.0,Avaí
2.0,Arena Joinville,Joinville,0.0,0.0,Palmeiras
3.0,Morumbi,São Paulo,3.0,0.0,Joinville
3.0,São Januário,Vasco,1.0,1.0,Internacional
3.0,Arena do Grêmio,Grêmio,1.0,0.0,Figueirense
3.0,Allianz Parque,Palmeiras,0.0,1.0,Goiás
3.0,Maracanã,Fluminense,0.0,0.0,Corinthians
3.0,Ressacada,Avaí,2.0,1.0,Flamengo
3.0,Ligga Arena,Athletico-PR,1.0,0.0,Atlético-MG
3.0,Arena Condá,Chapecoense,1.0,0.0,Santos
3.0,Mineirão,Cruzeiro,1.0,1.0,Ponte Preta
3.0,Ilha do Retiro,Sport,1.0,0.0,Coritiba
4.0,Moisés Lucarelli,Ponte Preta,3.0,1.0,Chapecoense
4.0,Couto Pereira,Coritiba,1.0,2.0,Avaí
4.0,Arena Joinville,Joinville,1.0,2.0,Athletico-PR
4.0,Vila Belmiro,Santos,2.0,2.0,Sport
4.0,Neo Química Arena,Corinthians,0.0,2.0,Palmeiras
4.0,Beira-Rio,Internacional,0.0,0.0,São Paulo
4.0,Independência,Atlético-MG,3.0,0.0,Vasco
4.0,Serra Dourada,Goiás,1.0,1.0,Grêmio
4.0,Maracanã,Flamengo,2.0,3.0,Fluminense
4.0,Orlando Scarpelli,Figueirense,2.0,1.0,Cruzeiro
5.0,São Januário,Vasco,0.0,3.0,Ponte Preta
5.0,Ligga Arena,Athletico-PR,1.0,0.0,Figueirense
5.0,Arena Condá,Chapecoense,2.0,0.0,Joinville
5.0,Morumbi,São Paulo,3.0,2.0,Santos
5.0,Arena do Grêmio,Grêmio,3.0,1.0,Corinthians
5.0,Mineirão,Cruzeiro,1.0,0.0,Flamengo
5.0,Ressacada,Avaí,1.0,4.0,Atlético-MG
5.0,Maracanã,Fluminense,2.0,0.0,Coritiba
5.0,Allianz Parque,Palmeiras,1.0,1.0,Internacional
5.0,Ilha do Retiro,Sport,1.0,0.0,Goiás
6.0,Vila Belmiro,Santos,2.0,2.0,Ponte Preta
6.0,Maracanã,Flamengo,1.0,0.0,Chapecoense
6.0,Independência,Atlético-MG,1.0,3.0,Cruzeiro
6.0,Morumbi,São Paulo,2.0,0.0,Grêmio
6.0,Ligga Arena,Athletico-PR,2.0,0.0,Vasco
6.0,Arena Joinville,Joinville,0.0,1.0,Corinthians
6.0,Beira-Rio,Internacional,2.0,0.0,Coritiba
6.0,Maracanã,Fluminense,0.0,0.0,Sport
6.0,Orlando Scarpelli,Figueirense,2.0,1.0,Palmeiras
6.0,Serra Dourada,Goiás,0.0,1.0,Avaí
7.0,Independência,Atlético-MG,2.0,2.0,Santos
7.0,Neo Química Arena,Corinthians,2.0,1.0,Internacional
7.0,Couto Pereira,Coritiba,0.0,1.0,Flamengo
7.0,Arena Condá,Chapecoense,0.0,1.0,São Paulo
7.0,São Januário,Vasco,1.0,3.0,Cruzeiro
7.0,Ilha do Retiro,Sport,2.0,1.0,Joinville
7.0,Moisés Lucarelli,Ponte Preta,0.0,0.0,Goiás
7.0,Allianz Parque,Palmeiras,2.0,1.0,Fluminense
7.0,Arena do Grêmio,Grêmio,2.0,1.0,Athletico-PR
7.0,Ressacada,Avaí,1.0,1.0,Figueirense
8.0,Orlando Scarpelli,Figueirense,0.0,0.0,Internacional
8.0,Vila Belmiro,Santos,1.0,0.0,Corinthians
8.0,Maracanã,Flamengo,0.0,2.0,Atlético-MG
8.0,Arena de Pernambuco,Sport,2.0,1.0,Vasco
8.0,Arena do Grêmio,Grêmio,1.0,0.0,Palmeiras
8.0,Mineirão,Cruzeiro,0.0,1.0,Chapecoense
8.0,Morumbi,São Paulo,1.0,1.0,Avaí
8.0,Ligga Arena,Athletico-PR,2.0,2.0,Coritiba
8.0,Arena Joinville,Joinville,2.0,1.0,Goiás
8.0,Maracanã,Fluminense,2.0,0.0,Ponte Preta
9.0,Ressacada,Avaí,1.0,2.0,Grêmio
9.0,Arena Condá,Chapecoense,1.0,1.0,Sport
9.0,Neo Química Arena,Corinthians,2.0,1.0,Figueirense
9.0,Mineirão,Atlético-MG,1.0,0.0,Joinville
9.0,Allianz Parque,Palmeiras,4.0,0.0,São Paulo
9.0,Moisés Lucarelli,Ponte Preta,2.0,1.0,Athletico-PR
9.0,Couto Pereira,Coritiba,1.0,0.0,Cruzeiro
9.0,Serra Dourada,Goiás,1.0,2.0,Fluminense
9.0,Arena Pantanal,Vasco,1.0,0.0,Flamengo
9.0,Beira-Rio,Internacional,1.0,0.0,Santos
10.0,São Januário,Vasco,1.0,0.0,Avaí
10.0,Ilha do Retiro,Sport,3.0,0.0,Internacional
10.0,Allianz Parque,Palmeiras,2.0,0.0,Chapecoense
10.0,Independência,Atlético-MG,2.0,0.0,Coritiba
10.0,Arena do Grêmio,Grêmio,1.0,0.0,Cruzeiro
10.0,Ligga Arena,Athletico-PR,2.0,1.0,São Paulo
10.0,Arena Joinville,Joinville,0.0,1.0,Flamengo
10.0,Neo Química Arena,Corinthians,2.0,0.0,Ponte Preta
10.0,Orlando Scarpelli,Figueirense,3.0,1.0,Goiás
10.0,Maracanã,Fluminense,2.0,1.0,Santos
11.0,Couto Pereira,Coritiba,0.0,0.0,Joinville
11.0,Mineirão,Cruzeiro,2.0,0.0,Athletico-PR
11.0,Arena Condá,Chapecoense,1.0,0.0,Vasco
11.0,Ressacada,Avaí,2.0,2.0,Sport
